CD_MAKE_VEH1,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,TOTAL1
HINO  ,FD2JLK,RED,1
HINO  ,FD2JLK,WHI,21
HINO  ,FD2JLL,RED,3
HINO  ,FD2JLL,WHI,31
ENFORC,FD2ST4,RED,1
HINO  ,FD3   ,WHI,4
HELI  ,FD30  ,OGE,1
KOMATS,FD30  ,YLW,1
MITSUB,FD30  ,GRN,2
T C M ,FD30  ,GRY,1
T C M ,FD30  ,WHI,1
TOYOTA,FD30  ,OGE,1
UNSPEC,FD30  ,RED,1
HINO  ,FD300 ,YLW,1
MITSUB,FD30NT,GRN,1
KOMATS,FD30T ,YLW,4
MAXI  ,FD30T ,RED,1
T C M ,FD30T ,WHI,1
T C M ,FD30T ,YLW,1
KOMATS,FD30T1,YLW,2
T C M ,FD30T3,WHI,1
T C M ,FD30T3,YLW,7
T C M ,FD30T4,GRY,2
T C M ,FD30T4,WHI,1
U CARR,FD30T4,WHI,1
T C M ,FD30T6,YLW,2
ENFORC,FD30TD,RED,1
T C M ,FD30Z5,YLW,1
T C M ,FD30Z8,YLW,1
FENDT ,FD310 ,GRN,6
FENDT ,FD3105,GRN,1
FENDT ,FD310S,GRN,1
HINO  ,FD34  ,WHI,1
FLEXI ,FD35  ,RED,1
KOMATS,FD35  ,YLW,1
MAX   ,FD35  ,GRN,1
MAX   ,FD35  ,RED,1
MITSUB,FD35  ,GRN,1
MITSUB,FD35  ,OGE,1
NISSAN,FD35  ,BLK,1
T C M ,FD35  ,WHI,1
ENFORC,FD35T ,OGE,2
ENFORC,FD35T ,RED,6
HINO  ,FD369 ,WHI,1
ENFORC,FD38TX,RED,1
HINO  ,FD3H  ,WHI,8
HINO  ,FD3H94,WHI,13
HINO  ,FD3H94,YLW,1
HINO  ,FD3HLL,CRM,1
HINO  ,FD3HLL,WHI,11
HINO  ,FD3L1J,WHI,1
KOMATS,FD3OT ,YLW,1
KOMATS,FD3ST1,YLW,1
HINO  ,FD3W  ,WHI,13
HINO  ,FD3W  ,YLW,2
HINO  ,FD3W92,WHI,5
HINO  ,FD3WCL,WHI,1
HINO  ,FD3WGL,WHI,2
HINO  ,FD3WJK,WHI,2
HINO  ,FD3WJL,RED,1
HINO  ,FD3WJL,WHI,15
HINO  ,FD3WKL,WHI,1
HINO  ,FD3WL ,YLW,2
HINO  ,FD3WLL,WHI,13
T C M ,FD4   ,YLW,1
MITSUB,FD40  ,BLU,1
MITSUB,FD40  ,GRN,1
MITSUB,FD40  ,YLW,1
T C M ,FD40  ,YLW,1
TOYOTA,FD40  ,OGE,1
KOMATS,FD404 ,YLW,1
FENDT ,FD409 ,GRN,1
MITSUB,FD40KL,GRN,2
MITSUB,FD40N ,GRN,1
ENFORC,FD40T ,RED,1
MAXI  ,FD40T ,RED,1
T C M ,FD40T9,WHI,1
T C M ,FD40T9,YLW,2
T C M ,FD40Z2,OGE,1
FENDT ,FD410 ,GRN,1
FENDT ,FD411 ,GRN,2
MITSUB,FD418 ,WHI,1
TOYOTA,FD45  ,OGE,1
GRILLO,FD450 ,GRN,2
HINO  ,FD4500,WHI,1
KOMATS,FD454 ,YLW,1
MITSUB,FD45KT,BLU,1
MITSUB,FD45N ,BLU,1
MITSUB,FD45N ,GRN,3
T C M ,FD45T9,YLW,1
KOMATS,FD45YT,YLW,1
NISSAN,FD46  ,WHI,1
T C M ,FD50  ,YLW,1
HINO  ,FD500 ,BLK,4
HINO  ,FD500 ,BLU,3
HINO  ,FD500 ,GRY,1
HINO  ,FD500 ,WHI,422
HINO  ,FD500 ,YLW,2
KOMATS,FD50AY,YLW,4
MITSUB,FD50NT,GRN,1
ENFORC,FD50T ,RED,5
MITSUB,FD50T ,RED,1
T C M ,FD50T8,YLW,1
T C M ,FD50T9,WHI,3
T C M ,FD50T9,YLW,2
FENDT ,FD514 ,GRN,2
FENDT ,FD5165,GRN,1
HINO  ,FD560 ,WHI,1
FENDT ,FD565 ,GRN,1
HINO  ,FD5JLK,WHI,1
MITSUB,FD60  ,GRN,1
HINO  ,FD600 ,WHI,1
HINO  ,FD7   ,WHI,3
KOMATS,FD70  ,YLW,2
MITSUB,FD70  ,GRN,1
KOMATS,FD70-8,YLW,1
T C M ,FD7028,YLW,1
T C M ,FD709 ,YLW,1
KOMATS,FD70N4,YLW,1
ENFORC,FD70T ,OGE,2
ENFORC,FD70T ,RED,2
MITSUB,FD70T ,YLW,1
UNSPEC,FD70T ,RED,1
T C M ,FD70Z8,OGE,2
T C M ,FD70Z8,WHI,1
T C M ,FD70Z8,YLW,1
FENDT ,FD714 ,GRN,3
FENDT ,FD716 ,GRN,5
FENDT ,FD718 ,GRN,4
FENDT ,FD718G,GRN,1
FENDT ,FD718S,GRN,3
FENDT ,FD720 ,GRN,4
FENDT ,FD720G,GRN,2
FENDT ,FD724 ,BLK,1
FENDT ,FD724 ,GRN,2
FENDT ,FD724G,GRN,2
HINO  ,FD75  ,WHI,2
HINO  ,FD7J  ,GRN,2
HINO  ,FD7J  ,OGE,1
HINO  ,FD7J  ,PUR,1
HINO  ,FD7J  ,WHI,30
HINO  ,FD7J11,WHI,1
HINO  ,FD7JJM,WHI,3
HINO  ,FD7JL ,WHI,1
HINO  ,FD7JLM,BLU,1
HINO  ,FD7JLM,CRM,1
HINO  ,FD7JLM,FWN,7
HINO  ,FD7JLM,WHI,4
HINO  ,FD7JP ,WHI,2
HINO  ,FD7JPM,WHI,1
HINO  ,FD7LMA,WHI,1
KOMATS,FD80/6,YLW,1
KOMATS,FD8010,YLW,2
TEU   ,FD80T ,YLW,1
FENDT ,FD820 ,GRN,1
FENDT ,FD822 ,GRN,2
FENDT ,FD822S,GRN,1
FENDT ,FD824 ,GRN,4
HINO  ,FD83  ,WHI,1
HINO  ,FD85  ,WHI,1
HINO  ,FD8J  ,BLK,1
HINO  ,FD8J  ,OGE,1
HINO  ,FD8J  ,WHI,30
HINO  ,FD8J4X,WHI,1
HINO  ,FD8JJK,WHI,1
HINO  ,FD8JLA,WHI,1
HINO  ,FD8JLK,WHI,3
HINO  ,FD8JPK,WHI,6
HINO  ,FD8LK0,WHI,4
HINO  ,FD8Y  ,WHI,1
MITSUB,FD90  ,GRN,1
FENDT ,FD924 ,GRN,1
FENDT ,FD927 ,GRN,1
FENDT ,FD930 ,GRN,11
FENDT ,FD930 ,RED,2
FENDT ,FD930G,GRN,1
FENDT ,FD930V,GRN,2
FENDT ,FD936 ,GRN,2
FENDT ,FD936V,GRN,1
FENDT ,FD942G,GRN,1
HINO  ,FDCREW,WHI,1
T C M ,FDG25 ,YLW,1
HINO  ,FDH3  ,WHI,1
HINO  ,FDHAWK,WHI,5
ISUZU ,FDHFH ,WHI,1
HINO  ,FDIJ  ,WHI,11
HINO  ,FDIJ  ,YLW,1
HINO  ,FDIJ50,WHI,1
HINO  ,FDIJ97,BLU,1
HINO  ,FDIJ97,WHI,12
HINO  ,FDIJAL,WHI,1
HINO  ,FDIJJL,WHI,1
HINO  ,FDIJJP,WHI,7
HINO  ,FDIJLK,WHI,1
HINO  ,FDIJLL,BLK,1
HINO  ,FDIJLL,RED,1
HINO  ,FDIJLL,WHI,3
HINO  ,FDIJLP,WHI,12
HINO  ,FDIJPL,WHI,4
HINO  ,FDIJPP,BLU,1
HINO  ,FDIJPP,WHI,6
HINO  ,FDJ   ,BLU,2
HINO  ,FDJLK ,WHI,1
HINO  ,FDJLKA,WHI,1
HINO  ,FDM   ,WHI,1
CHEV  ,FDOOR ,CRM,1
HINO  ,FDPR06,WHI,2
HINO  ,FDPRO ,WHI,1
HINO  ,FDR   ,WHI,1
ISUZU ,FDR110,WHI,1
HINO  ,FDR164,WHI,1
ISUZU ,FDR500,WHI,1
MAZDA ,FDRX7 ,BLK,1
T C M ,FDS0T9,WHI,1
HINO  ,FDSER ,WHI,2
HINO  ,FDSERI,WHI,1
HINO  ,FDSJLA,WHI,1
H DAV ,FDSTN ,BLK,1
HINO  ,FDSUPE,WHI,1
HYNDAI,FDWA11,BLK,1
HYNDAI,FDWA11,BLU,2
HYNDAI,FDWA11,RED,2
HYNDAI,FDWA11,SIL,2
HINO  ,FDWJLA,WHI,1
HINO  ,FDX260,WHI,1
HINO  ,FDXLON,WHI,1
HINO  ,FDZJLC,WHI,1
HINO  ,FDZJLL,WHI,1
TOYOTA,FDZN25,OGE,2
DAIHAT,FE    ,BLU,1
FUSO  ,FE    ,WHI,1
HINO  ,FE    ,GRN,1
HINO  ,FE    ,OGE,1
HINO  ,FE    ,RED,5
HINO  ,FE    ,WHI,66
HINO  ,FE    ,YLW,2
HOLDEN,FE    ,BLK,2
HOLDEN,FE    ,BLU,9
HOLDEN,FE    ,BRN,1
HOLDEN,FE    ,CRM,1
HOLDEN,FE    ,FWN,3
HOLDEN,FE    ,GRN,4
HOLDEN,FE    ,GRY,8
HOLDEN,FE    ,OGE,2
HOLDEN,FE    ,PNK,1
HOLDEN,FE    ,RED,3
HOLDEN,FE    ,WHI,2
HOLDEN,FE    ,YLW,2
HSQVRN,FE    ,BLU,5
HSQVRN,FE    ,WHI,37
HSQVRN,FE    ,YLW,1
HUSBRG,FE    ,BLU,24
HUSBRG,FE    ,WHI,3
HUSQVA,FE    ,BLU,1
HUSQVA,FE    ,WHI,1
J C B ,FE    ,YLW,1
MITSUB,FE    ,BLU,1
MITSUB,FE    ,WHI,44
MITSUB,FE    ,YLW,3
U D   ,FE    ,WHI,1
VOLVO ,FE    ,BLU,39
VOLVO ,FE    ,GRN,9
VOLVO ,FE    ,RED,1
VOLVO ,FE    ,SIL,1
VOLVO ,FE    ,WHI,262
VOLVO ,FE    ,YLW,2
VOLVO ,FE   G,WHI,1
HINO  ,FE 142,GLD,1
HINO  ,FE 142,GRN,1
HINO  ,FE 142,GRY,1
HINO  ,FE 142,WHI,58
HINO  ,FE 142,YLW,3
HSQVRN,FE 250,WHI,1
HUSQVA,FE 250,WHI,1
VOLVO ,FE 280,BLU,1
VOLVO ,FE 320,WHI,1
FERG  ,FE 35 ,GRY,1
MASS F,FE 35 ,RED,3
HSQVRN,FE 350,WHI,2
HUSBRG,FE 390,BLU,2
MITSUB,FE 398,WHI,1
MITSUB,FE 444,WHI,1
HSQVRN,FE 450,WHI,3
HUSBRG,FE 450,BLU,3
HUSQVA,FE 450,WHI,1
HINO  ,FE 500,WHI,3
HSQVRN,FE 501,WHI,1
HUSQVA,FE 501,WHI,1
HUSBRG,FE 550,YLW,1
HUSBRG,FE 570,BLU,1
FERRAR,FE 612,RED,1
VOLVO ,FE 6X2,WHI,1
MITSUB,FE CAN,WHI,1
HUSQVA,FE END,WHI,1
HINO  ,FE SER,GRY,1
HINO  ,FE SER,WHI,2
MITSUB,FE SER,WHI,1
VOLVO ,FE SER,SIL,1
MASS F,FE-35 ,RED,1
MITSUB,FE/FG ,WHI,1
HUSBRG,FE0103,YLW,4
HUSBRG,FE0104,BLU,1
HUSBRG,FE0106,BLU,4
HUSBRG,FE0106,YLW,1
HUSA  ,FE0109,BLU,1
HUSBRG,FE0109,BLU,4
HUSBRG,FE0109,YLW,1
HUSA  ,FE02FE,WHI,1
MITSUB,FE04A ,SIL,1
MITSUB,FE04A ,WHI,6
VOLVO ,FE07A ,CRM,1
VOLVO ,FE07A ,WHI,17
VOLVO ,FE08A ,WHI,2
CHRYS ,FE112 ,WHI,1
HSQVRN,FE14  ,WHI,5
HUSQVA,FE14  ,WHI,3
HINO  ,FE1424,WHI,1
HINO  ,FE1426,BLK,2
HINO  ,FE1426,BLU,1
HINO  ,FE1426,GRN,2
HINO  ,FE1426,OGE,3
HINO  ,FE1426,WHI,118
HINO  ,FE182 ,WHI,2
HINO  ,FE182R,RED,8
HINO  ,FE182R,WHI,1
HINO  ,FE185R,WHI,1
HINO  ,FE187 ,WHI,1
HINO  ,FE187A,WHI,1
HOLDEN,FE19  ,BLU,1
Z LION,FE20  ,GRN,1
MITSUB,FE211 ,YLW,1
MITSUB,FE211E,WHI,1
MITSUB,FE2181,WHI,1
HUSA  ,FE240 ,BLU,1
KOMATS,FE25  ,YLW,1
HONDA ,FE250 ,BLU,1
HONDA ,FE250 ,PUR,1
HONDA ,FE250 ,SIL,1
HSQVRN,FE250 ,BLU,4
HSQVRN,FE250 ,RED,1
HSQVRN,FE250 ,WHI,198
HUSA  ,FE250 ,BLU,1
HUSBRG,FE250 ,BLU,5
HUSQVA,FE250 ,WHI,5
VOLVO ,FE250 ,WHI,2
HUSBRG,FE250E,BLU,2
K T M ,FE250E,BLU,2
HSQVRN,FE250I,WHI,1
KOMATS,FE25T ,BLU,1
M A N ,FE26  ,WHI,1
VOLVO ,FE260 ,WHI,2
VOLVO ,FE280 ,BLU,5
VOLVO ,FE280 ,GRN,4
VOLVO ,FE280 ,RED,1
VOLVO ,FE280 ,SIL,1
VOLVO ,FE280 ,WHI,110
VOLVO ,FE280 ,YLW,10
WHITE ,FE280 ,WHI,1
HINO  ,FE2AJ1,WHI,2
HINO  ,FE2ALI,WHI,1
HINO  ,FE2AP1,GRN,1
HINO  ,FE3   ,WHI,1
HUSBRG,FE300 ,BLU,1
VOLVO ,FE300 ,GRN,1
VOLVO ,FE300 ,WHI,14
MITSUB,FE315 ,WHI,2
VOLVO ,FE320 ,BLU,1
VOLVO ,FE320 ,GRN,3
VOLVO ,FE320 ,SIL,1
VOLVO ,FE320 ,WHI,282
M A N ,FE3241,WHI,1
MITSUB,FE334 ,WHI,1
MITSUB,FE334B,WHI,2
MITSUB,FE334E,WHI,1
MITSUB,FE339 ,WHI,1
MITSUB,FE339B,WHI,5
MITSUB,FE339E,WHI,2
VOLVO ,FE340 ,BRN,1
VOLVO ,FE340 ,WHI,18
VOLVO ,FE340 ,YLW,1
MITSUB,FE34C ,WHI,1
FERG  ,FE35  ,GRY,4
FERG  ,FE35  ,RED,2
MASS F,FE35  ,GRN,1
MASS F,FE35  ,GRY,4
MASS F,FE35  ,RED,24
HSQVRN,FE350 ,BLK,11
HSQVRN,FE350 ,BLU,17
HSQVRN,FE350 ,RED,2
HSQVRN,FE350 ,WHI,634
HUSA  ,FE350 ,BLU,2
HUSBRG,FE350 ,BLU,73
HUSBRG,FE350 ,WHI,1
HUSBRG,FE350 ,YLW,1
HUSQVA,FE350 ,WHI,15
K T M ,FE350 ,BLU,2
VOLVO ,FE350 ,GRY,1
VOLVO ,FE350 ,WHI,15
HUSBRG,FE350E,BLU,1
K T M ,FE350E,BLU,4
HUSBRG,FE350L,BLU,1
MASS F,FE35X ,RED,1
MITSUB,FE388A,WHI,1
HUSA  ,FE390 ,BLU,1
HUSBRG,FE390 ,BLU,69
HUSBRG,FE390 ,WHI,3
HUSBRG,FE390 ,YLW,2
K T M ,FE390 ,BLU,1
HUSA  ,FE390E,BLU,2
HUSBRG,FE390E,BLU,19
K T M ,FE390E,BLU,1
HINO  ,FE3H  ,BLU,1
HINO  ,FE3H  ,RED,1
HINO  ,FE3H  ,WHI,13
HINO  ,FE3H92,WHI,2
HINO  ,FE3HGL,RED,1
HINO  ,FE3HGL,WHI,1
HINO  ,FE3HML,WHI,4
HINO  ,FE3HPL,GRN,1
HINO  ,FE3HPL,WHI,5
HINO  ,FE3M  ,RED,1
HUSBRG,FE400 ,BLU,6
HUSBRG,FE400 ,YLW,4
HUSBRG,FE400E,BLU,1
HUSBRG,FE400E,YLW,1
LINMAC,FE418 ,RED,1
VOLVO ,FE42R ,WHI,1
MITSUB,FE434 ,WHI,3
MITSUB,FE434C,FWN,1
MITSUB,FE434C,WHI,7
MITSUB,FE439 ,WHI,6
MITSUB,FE439C,WHI,20
MITSUB,FE444 ,WHI,18
MITSUB,FE444C,WHI,5
MITSUB,FE444E,WHI,3
MITSUB,FE444F,WHI,11
MITSUB,FE444F,YLW,1
MITSUB,FE444S,WHI,1
MITSUB,FE449 ,WHI,2
MITSUB,FE4490,WHI,1
MITSUB,FE4493,WHI,1
MITSUB,FE4494,PUR,1
MITSUB,FE4494,WHI,1
MITSUB,FE449C,WHI,8
MITSUB,FE449E,WHI,7
MITSUB,FE449W,RED,1
MITSUB,FE449W,WHI,3
MITSUB,FE449W,YLW,1
HSQVRN,FE450 ,BLU,5
HSQVRN,FE450 ,GRY,1
HSQVRN,FE450 ,WHI,249
HSQVRN,FE450 ,YLW,4
HUSA  ,FE450 ,BLK,1
HUSA  ,FE450 ,BLU,10
HUSA  ,FE450 ,YLW,1
HUSBRG,FE450 ,BLK,4
HUSBRG,FE450 ,BLU,148
HUSBRG,FE450 ,WHI,6
HUSBRG,FE450 ,YLW,32
HUSQVA,FE450 ,BLU,1
HUSQVA,FE450 ,WHI,5
K T M ,FE450 ,BLU,3
K T M ,FE450 ,OGE,1
K T M ,FE450 ,WHI,1
HUSA  ,FE450E,BLU,1
HUSBRG,FE450E,BLK,1
HUSBRG,FE450E,BLU,35
HUSBRG,FE450E,YLW,4
K T M ,FE450E,BLU,11
VOLVO ,FE4X2 ,WHI,1
MITSUB,FE5   ,WHI,1
HUSA  ,FE50  ,BLU,1
HUSBRG,FE50  ,BLU,1
HINO  ,FE500 ,BLU,3
HINO  ,FE500 ,GRN,5
HINO  ,FE500 ,GRY,1
HINO  ,FE500 ,OGE,2
HINO  ,FE500 ,RED,1
HINO  ,FE500 ,SIL,3
HINO  ,FE500 ,WHI,332
HINO  ,FE500 ,YLW,10
HINO  ,FE5001,WHI,1
HINO  ,FE501 ,WHI,2
HSQVRN,FE501 ,BLK,1
HSQVRN,FE501 ,BLU,15
HSQVRN,FE501 ,GRY,1
HSQVRN,FE501 ,WHI,420
HUSA  ,FE501 ,BLU,3
HUSBRG,FE501 ,BLK,2
HUSBRG,FE501 ,BLU,48
HUSBRG,FE501 ,WHI,1
HUSBRG,FE501 ,YLW,4
HUSQVA,FE501 ,BLU,1
HUSQVA,FE501 ,WHI,11
K T M ,FE501 ,BLU,2
HUSBRG,FE501E,BLU,9
HUSBRG,FE501E,YLW,13
K T M ,FE501E,BLU,3
T C M ,FE50T9,WHI,1
HUSQVA,FE511 ,RED,1
MITSUB,FE534 ,WHI,4
MITSUB,FE534C,WHI,8
MITSUB,FE534E,WHI,1
MITSUB,FE535 ,WHI,1
MITSUB,FE537 ,GRN,1
MITSUB,FE537 ,WHI,17
MITSUB,FE537 ,YLW,1
MITSUB,FE5378,WHI,1
MITSUB,FE537B,GRN,1
MITSUB,FE537B,WHI,15
MITSUB,FE537E,WHI,8
MITSUB,FE538B,WHI,1
MITSUB,FE5398,WHI,1
MITSUB,FE539B,RED,1
MITSUB,FE539B,WHI,1
MITSUB,FE53AC,WHI,1
MITSUB,FE5437,WHI,1
HUSBRG,FE550 ,BLK,2
HUSBRG,FE550 ,BLU,5
HUSBRG,FE550 ,YLW,7
HUSBRG,FE550C,YLW,1
HUSBRG,FE550E,BLK,1
HUSBRG,FE550E,BLU,7
HUSBRG,FE550E,YLW,28
K T M ,FE57  ,BLU,1
HUSA  ,FE570 ,BLU,5
HUSBRG,FE570 ,BLK,2
HUSBRG,FE570 ,BLU,110
HUSBRG,FE570 ,OGE,1
HUSBRG,FE570 ,WHI,9
K T M ,FE570 ,BLU,1
HUSA  ,FE570E,BLU,2
HUSBRG,FE570E,BLU,35
HUSBRG,FE570E,YLW,1
K T M ,FE570E,BLU,3
HOLDEN,FE57A ,WHI,1
HUSA  ,FE5D1 ,YLW,1
MITSUB,FE600 ,WHI,1
HUSBRG,FE600E,BLU,2
HUSBRG,FE600E,YLW,2
FUSO  ,FE61BR,WHI,1
VOLVO ,FE62R ,WHI,1
MITSUB,FE6301,WHI,4
MITSUB,FE634 ,WHI,1
MITSUB,FE637 ,WHI,34
MITSUB,FE6373,WHI,1
MITSUB,FE637C,WHI,34
MITSUB,FE637E,WHI,58
MITSUB,FE637E,YLW,1
MITSUB,FE639 ,WHI,14
MITSUB,FE6397,WHI,2
MITSUB,FE639C,WHI,25
MITSUB,FE639C,YLW,1
MITSUB,FE639E,BLU,1
MITSUB,FE639E,WHI,58
MITSUB,FE64  ,WHI,3
MITSUB,FE6403,WHI,1
MITSUB,FE6404,WHI,1
MITSUB,FE647 ,BLU,1
MITSUB,FE647 ,GRN,1
MITSUB,FE647 ,OGE,1
MITSUB,FE647 ,WHI,31
MITSUB,FE647C,WHI,12
MITSUB,FE647E,OGE,1
MITSUB,FE647E,RED,2
MITSUB,FE647E,WHI,73
MITSUB,FE647E,YLW,1
MITSUB,FE647W,RED,1
MITSUB,FE647W,WHI,6
MITSUB,FE649 ,WHI,11
MITSUB,FE6497,WHI,2
MITSUB,FE6499,WHI,6
MITSUB,FE649C,WHI,14
MITSUB,FE649E,BLU,1
MITSUB,FE649E,RED,1
MITSUB,FE649E,WHI,62
MITSUB,FE649F,WHI,1
MITSUB,FE649J,WHI,1
MITSUB,FE649W,WHI,2
MITSUB,FE64T ,WHI,1
MASS F,FE65  ,RED,1
MITSUB,FE65  ,WHI,1
HUSBRG,FE650 ,BLU,4
HUSBRG,FE650 ,YLW,7
MITSUB,FE6504,WHI,2
HUSBRG,FE650C,YLW,1
HUSBRG,FE650E,BLU,7
HUSBRG,FE650E,YLW,16
K T M ,FE650E,YLW,1
MITSUB,FE6547,WHI,1
MITSUB,FE657 ,WHI,15
MITSUB,FE6579,WHI,1
MITSUB,FE657E,WHI,13
MITSUB,FE657F,WHI,18
MITSUB,FE657F,YLW,2
MITSUB,FE659 ,WHI,7
MITSUB,FE6595,WHI,1
MITSUB,FE6596,WHI,3
MITSUB,FE6597,WHI,3
MITSUB,FE6599,WHI,5
MITSUB,FE659E,WHI,4
MITSUB,FE659F,WHI,15
MITSUB,FE659F,YLW,1
MITSUB,FE65FH,WHI,1
MITSUB,FE67FS,WHI,1
VOLVO ,FE6X2R,WHI,1
VOLVO ,FE6X4 ,WHI,5
VOLVO ,FE6X4 ,YLW,2
VOLVO ,FE6X4R,WHI,1
HINO  ,FE7   ,WHI,1
HINO  ,FE700 ,WHI,1
HONDA ,FE701 ,WHI,1
HSQVRN,FE701 ,BLU,1
HSQVRN,FE701 ,WHI,69
HUSQVA,FE701 ,BLU,1
HUSQVA,FE701 ,WHI,3
HSQVRN,FE701E,WHI,1
HSQVRN,FE701L,WHI,2
MITSUB,FE73  ,WHI,4
FUSO  ,FE73BC,BLK,1
MITSUB,FE73BC,WHI,1
HINO  ,FE7GMA,WHI,1
HINO  ,FE7J  ,WHI,22
HINO  ,FE7JJ ,WHI,1
HINO  ,FE7JJM,WHI,1
HINO  ,FE7JLM,GRN,1
HINO  ,FE7JPM,WHI,2
FUSO  ,FE83  ,WHI,2
MITSUB,FE83  ,BLK,1
MITSUB,FE83  ,WHI,40
FUSO  ,FE830D,WHI,1
MITSUB,FE83DC,BLK,2
MITSUB,FE83DC,WHI,40
FUSO  ,FE83DE,WHI,1
MERC B,FE83DE,WHI,1
MITSUB,FE83DE,BLK,1
MITSUB,FE83DE,SIL,1
MITSUB,FE83DE,WHI,98
MITSUB,FE83P ,BLK,1
MITSUB,FE83P ,WHI,4
FUSO  ,FE83PC,WHI,2
MITSUB,FE83PC,WHI,8
MITSUB,FE83PC,YLW,1
MITSUB,FE83PE,BLU,1
MITSUB,FE83PE,WHI,66
FUSO  ,FE84  ,WHI,1
MITSUB,FE84  ,GRY,1
MITSUB,FE84  ,OGE,1
MITSUB,FE84  ,WHI,51
MITSUB,FE84  ,YLW,2
MITSUB,FE84 D,WHI,1
MITSUB,FE84BE,GRN,1
MITSUB,FE84BE,WHI,1
FUSO  ,FE84D ,WHI,1
MITSUB,FE84D ,WHI,5
FUSO  ,FE84DC,WHI,2
MITSUB,FE84DC,WHI,22
FUSO  ,FE84DE,WHI,1
MITSUB,FE84DE,GRN,1
MITSUB,FE84DE,WHI,94
MITSUB,FE84P ,WHI,12
MITSUB,FE84PC,WHI,14
FUSO  ,FE84PE,WHI,1
MITSUB,FE84PE,WHI,58
MITSUB,FE85  ,WHI,18
MITSUB,FE8505,WHI,8
MITSUB,FE85D ,WHI,3
MITSUB,FE85DE,SIL,1
MITSUB,FE85DE,WHI,17
FUSO  ,FE85DG,WHI,2
MITSUB,FE85DG,WHI,36
FUSO  ,FE85DJ,WHI,1
MITSUB,FE85DJ,WHI,18
MITSUB,FE85FG,WHI,1
MITSUB,FE85P ,WHI,6
MITSUB,FE85PE,WHI,12
FUSO  ,FE85PG,WHI,1
MITSUB,FE85PG,BLU,1
MITSUB,FE85PG,WHI,48
MITSUB,FE85PJ,WHI,2
MITSUB,FE98A ,WHI,3
FUSO  ,FEA   ,WHI,1
MITSUB,FEA21 ,WHI,2
FUSO  ,FEA21C,WHI,101
FUSO  ,FEA21C,YLW,4
MITSUB,FEA21C,WHI,55
MITSUB,FEA21C,YLW,1
FUSO  ,FEA21E,BLK,1
FUSO  ,FEA21E,OGE,2
FUSO  ,FEA21E,RED,1
FUSO  ,FEA21E,WHI,135
MITSUB,FEA21E,RED,2
MITSUB,FEA21E,WHI,31
MITSUB,FEA61 ,WHI,1
FUSO  ,FEA61B,WHI,175
MITSUB,FEA61B,WHI,35
MITSUB,FEB   ,WHI,1
FUSO  ,Feb-21,WHI,3
MITSUB,Feb-21,PNK,1
MITSUB,Feb-21,WHI,11
FUSO  ,FEB21C,WHI,24
MITSUB,FEB21C,WHI,19
FUSO  ,FEB21E,BLU,2
FUSO  ,FEB21E,OGE,2
FUSO  ,FEB21E,PNK,10
FUSO  ,FEB21E,RED,1
FUSO  ,FEB21E,SIL,2
FUSO  ,FEB21E,WHI,599
MITSUB,FEB21E,RED,1
MITSUB,FEB21E,WHI,165
MITSUB,FEB3DE,WHI,1
MITSUB,FEB47E,WHI,1
MITSUB,Feb-51,BLU,1
MITSUB,Feb-51,WHI,1
FUSO  ,FEB51E,BLK,2
FUSO  ,FEB51E,GRN,1
FUSO  ,FEB51E,WHI,75
FUSO  ,FEB51E,YLW,1
MITSUB,FEB51E,BRN,1
MITSUB,FEB51E,WHI,26
FUSO  ,FEB51G,WHI,43
MITSUB,FEB51G,WHI,11
FUSO  ,Feb-71,WHI,1
MITSUB,Feb-71,WHI,4
FUSO  ,FEB71E,WHI,13
MITSUB,FEB71E,WHI,6
FUSO  ,FEB71G,BLU,4
FUSO  ,FEB71G,WHI,100
MITSUB,FEB71G,BLU,2
MITSUB,FEB71G,WHI,34
FUSO  ,FEB7UE,BLU,5
FUSO  ,FEB7UE,RED,5
MITSUB,FEB85D,WHI,1
MITSUB,Feb-91,WHI,1
MITSUB,FEB91E,WHI,4
FUSO  ,FEB91G,WHI,13
MITSUB,FEB91G,WHI,7
FUSO  ,FEBFEB,WHI,1
MITSUB,FEC71 ,WHI,2
FUSO  ,FEC71E,WHI,132
MITSUB,FEC71E,BLU,1
MITSUB,FEC71E,WHI,36
FUSO  ,FEC81 ,WHI,5
MITSUB,FEC81 ,WHI,2
FUSO  ,FEC81C,WHI,135
MITSUB,FEC81C,RED,1
MITSUB,FEC81C,WHI,30
MITSUB,FEC81C,YLW,1
FUSO  ,FEC81E,WHI,1
MITSUB,FEC91 ,WHI,4
FUSO  ,FEC91E,WHI,1
MITSUB,FEC91E,WHI,7
MITSUB,FEC91G,WHI,4
MITSUB,FEC91H,WHI,6
MITSUB,FEC91K,WHI,7
FUSO  ,FECANT,WHI,1
MITSUB,FECANT,WHI,2
MITSUB,FECNTR,WHI,1
FUSO  ,FECX  ,WHI,1
FUSO  ,FECX1 ,WHI,1
FUSO  ,FECX1G,BLU,2
FUSO  ,FECX1G,OGE,1
FUSO  ,FECX1G,WHI,59
MITSUB,FECX1G,WHI,11
FUSO  ,FECX1H,WHI,55
MITSUB,FECX1H,WHI,11
MITSUB,FECX1H,YLW,1
FUSO  ,FECX1K,WHI,61
MITSUB,FECX1K,WHI,6
MITSUB,FECXIG,WHI,1
VOLVO ,FEE300,GRN,7
