CD_MAKE_VEH1,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,TOTAL1
SAAB  ,9-300A,BLU,1
SAAB  ,9-300A,SIL,1
SAAB  ,9-300B,BLU,1
SAAB  ,9-300B,SIL,2
SAAB  ,9-300C,BLK,4
SAAB  ,9-300C,BLU,6
SAAB  ,9-300C,SIL,3
SAAB  ,9-301A,BLU,1
SAAB  ,9-301A,SIL,1
SAAB  ,9-301B,BLK,2
SAAB  ,9-301B,GRY,1
SAAB  ,9-301B,SIL,1
SAAB  ,9-301C,BLK,1
SAAB  ,9-301C,GRN,1
SAAB  ,9-301C,SIL,1
SAAB  ,9-302A,BLK,3
SAAB  ,9-302A,BLU,2
SAAB  ,9-302B,BLK,4
SAAB  ,9-302B,SIL,3
SAAB  ,9-303A,BLK,1
SAAB  ,9-303A,GRN,1
SAAB  ,9-303A,GRY,1
SAAB  ,9-303A,MRN,1
SAAB  ,9-303A,SIL,1
SAAB  ,9-303B,BLK,6
SAAB  ,9-303B,BLU,1
SAAB  ,9-303B,GRN,1
SAAB  ,9-303B,GRY,2
SAAB  ,9-303B,RED,1
SAAB  ,9-303B,SIL,5
SAAB  ,9-304A,BLU,2
SAAB  ,9-304A,SIL,1
SAAB  ,9-304B,BLK,2
SAAB  ,9-304B,BLU,2
SAAB  ,9-304B,GRY,1
SAAB  ,9-304B,YLW,2
SAAB  ,9-304C,BLK,1
SAAB  ,9-304C,GRY,2
SAAB  ,9-304C,MRN,1
SAAB  ,9-304C,SIL,1
SAAB  ,9-304D,SIL,1
SAAB  ,9-304D,WHI,1
SAAB  ,9-305A,BLU,1
SAAB  ,9-305A,GRY,1
SAAB  ,9-305A,SIL,2
SAAB  ,9-305B,BLU,1
SAAB  ,9-305B,GRY,1
SAAB  ,9-305C,BLK,1
SAAB  ,9-305C,BLU,2
SAAB  ,9-305C,GRN,1
SAAB  ,9-306A,GRY,1
SAAB  ,9-306B,BLK,2
SAAB  ,9-306C,BLK,1
SAAB  ,9-306D,BLK,1
SAAB  ,9-306D,BLU,1
SAAB  ,9-306D,SIL,1
SAAB  ,9-306D,YLW,1
SAAB  ,9-306E,SIL,1
SAAB  ,9-30AE,SIL,1
SAAB  ,9-30AR,BLK,1
SAAB  ,Sep-98,BLK,1
SAAB  ,Sep-98,SIL,1
SAAB  ,Sep-98,BLK,1
SAAB  ,Sep-98,BLU,4
SAAB  ,Sep-98,SIL,2
SAAB  ,Sep-98,WHI,2
SAAB  ,9-399B,YLW,2
SAAB  ,9-399D,BLU,1
SAAB  ,9-399E,BLK,1
SAAB  ,9-399E,GRN,2
SAAB  ,9-399E,SIL,1
SAAB  ,9-399F,GRN,1
SAAB  ,9-399F,SIL,1
SAAB  ,9-399G,BLK,1
SAAB  ,9-3AER,BLK,3
SAAB  ,9-3AER,BLU,2
SAAB  ,9-3AER,GRY,1
SAAB  ,9-3AER,SIL,2
SAAB  ,9-3AER,YLW,1
SAAB  ,9-3ANN,BLU,1
SAAB  ,9-3ARC,BLK,3
SAAB  ,9-3ARC,BLU,2
SAAB  ,9-3ARC,RED,1
SAAB  ,9-3ARC,SIL,4
SAAB  ,9-3C98,BLK,3
SAAB  ,9-3C98,BLU,3
SAAB  ,9-3C98,RED,1
SAAB  ,9-3C98,SIL,2
SAAB  ,9-3LII,BLK,1
SAAB  ,9-3LIN,BLK,1
SAAB  ,9-3LIN,BLU,2
SAAB  ,9-3LIN,SIL,3
SAAB  ,9-3LIN,YLW,1
SAAB  ,9-3LTD,BLK,1
SAAB  ,9-3S  ,BLK,2
SAAB  ,9-3S  ,GRY,1
SAAB  ,9-3S  ,SIL,2
SAAB  ,9-3TUR,BLK,1
SAAB  ,9-3VEC,GRY,1
SAAB  ,9-3VEC,SIL,1
SAAB  ,9-3W07,BLK,1
SAAB  ,9-3W07,GRY,1
SAAB  ,9-3W07,SIL,1
SAAB  ,9-3X  ,GRY,1
SAAB  ,9-3X  ,WHI,1
SAAB  ,9-May,BLK,15
SAAB  ,9-May,BLU,12
SAAB  ,9-May,GRN,4
SAAB  ,9-May,GRY,9
SAAB  ,9-May,MRN,1
SAAB  ,9-May,RED,1
SAAB  ,9-May,SIL,22
SAAB  ,9-May,WHI,1
SAAB  ,9-5 A ,BLU,1
SAAB  ,9-5 AE,SIL,1
SAAB  ,9-5 ES,BLU,1
SAAB  ,9-5 LI,BLU,1
SAAB  ,9-5 LI,SIL,1
SAAB  ,9-5 LI,WHI,1
SAAB  ,9-5.  ,BLK,2
SAAB  ,9-5.  ,BLU,4
SAAB  ,9-5.  ,GRN,1
SAAB  ,9-5.  ,GRY,2
SAAB  ,9-5.  ,RED,1
SAAB  ,9-5.  ,SIL,5
SAAB  ,9-500A,BLU,1
SAAB  ,9-500A,SIL,1
SAAB  ,9-500B,BLK,1
SAAB  ,9-500B,BLU,2
SAAB  ,9-500C,BLK,2
SAAB  ,9-500C,SIL,1
SAAB  ,9-501A,BLK,1
SAAB  ,9-501B,GRY,1
SAAB  ,9-501B,SIL,3
SAAB  ,9-501C,BLU,1
SAAB  ,9-501C,GRY,1
SAAB  ,9-501C,SIL,1
SAAB  ,9-503A,SIL,2
SAAB  ,9-503E,BLK,1
SAAB  ,9-504B,RED,1
SAAB  ,9-506 ,BLK,1
SAAB  ,9-506B,SIL,1
SAAB  ,Sep-99,BLK,1
SAAB  ,Sep-99,BLU,1
SAAB  ,9-597A,BLU,1
SAAB  ,9-599A,MRN,1
SAAB  ,9-599A,SIL,2
SAAB  ,9-599B,SIL,1
SAAB  ,9-599C,BLK,1
SAAB  ,9-599C,SIL,2
SAAB  ,9-5AER,GRY,2
SAAB  ,9-5AER,SIL,2
SAAB  ,9-5ARC,BLU,1
SAAB  ,9-5ARC,SIL,2
SAAB  ,9-5G11,WHI,1
SAAB  ,9-5S  ,BLU,1
SAAB  ,9-5S  ,RED,1
SAAB  ,9-5SE ,BLK,1
SAAB  ,9-5SE ,RED,1
SAAB  ,9-5VEC,SIL,1
FIAT  ,9-80DJ,OGE,1
B M C ,Sep-16,RED,1
TOYOTA,9/201 ,PNK,1
FORD  ,Sep-00,BLU,1
SAAB  ,9.3,BLK,24
SAAB  ,9.3,BLU,10
SAAB  ,9.3,GRN,3
SAAB  ,9.3,GRY,18
SAAB  ,9.3,RED,1
SAAB  ,9.3,SIL,17
SAAB  ,9.3,WHI,5
SAAB  ,9.3,YLW,5
SAAB  ,9.3 LI,BLK,2
SAAB  ,9.3 LI,SIL,1
SAAB  ,9.3 VE,GRY,1
SAAB  ,9.35,BLU,1
SAAB  ,9.3AER,BLK,4
SAAB  ,9.3AER,BLU,1
SAAB  ,9.3AER,GRY,2
SAAB  ,9.3ANN,BLK,1
SAAB  ,9.3ANN,BLU,1
SAAB  ,9.3ARC,BLU,1
SAAB  ,9.3ARC,GRY,1
SAAB  ,9.3ARC,SIL,2
SAAB  ,9.3E  ,BLK,1
SAAB  ,9.3LIN,BLK,1
SAAB  ,9.3LIN,BLU,1
SAAB  ,9.3LIN,GRY,1
SAAB  ,9.3S  ,BLU,1
SAAB  ,9.3S  ,GLD,1
SAAB  ,9.3S  ,GRN,3
SAAB  ,9.3S  ,GRY,1
SAAB  ,9.3S  ,RED,1
SAAB  ,9.3S  ,SIL,1
SAAB  ,9.3SE ,BLK,1
SAAB  ,9.3SE ,YLW,1
SAAB  ,9.3V  ,SIL,1
SAAB  ,9.3VEC,BLK,1
SAAB  ,9.5,BLK,3
SAAB  ,9.5,BLU,6
SAAB  ,9.5,GRN,1
SAAB  ,9.5,GRY,3
SAAB  ,9.5,SIL,8
SAAB  ,9.5LIN,BLK,1
SAAB  ,9.5LIN,SIL,1
SAAB  ,9.5S  ,BLU,3
SAAB  ,9.5S  ,GRN,1
SAAB  ,9.5S  ,GRY,1
SAAB  ,9.5SE ,BLK,2
SAAB  ,9.5SE ,BLU,1
SAAB  ,9.5SE ,GRN,1
SAAB  ,9.5SE ,RED,1
SAAB  ,9.5SPO,SIL,1
CHAMB ,9.6,OGE,1
ACE   ,9.6 T ,YLW,1
N HOLL,9.9,YLW,1
SAAB  ,9*5   ,GRN,1
AUDI  ,90,WHI,1
CASE  ,90,RED,1
D BRN ,90,WHI,1
DEUTZ ,90,GRN,3
GALION,90,YLW,1
HONDA ,90,GRY,1
HONDA ,90,RED,1
L ROV ,90,BLK,1
L ROV ,90,GRN,2
OLIVER,90,GRN,1
ROVER ,90,BLK,1
ROVER ,90,CRM,1
ROVER ,90,MRN,1
SAME  ,90,RED,1
VESPA ,90,GRY,1
H MADE,90 HP ,GRN,1
DEUTZ ,90 MK2,GRN,1
TOYOTA,90 SER,GRY,1
TOYOTA,90 SER,SIL,2
TOYOTA,90 SER,WHI,2
L ROV ,90 TD4,BLK,1
FIAT  ,90-90 ,BRN,1
FIAT  ,90-90 ,YLW,1
FIAT  ,90/100,OGE,1
FIAT  ,90/90 ,BRN,1
B M W ,900,RED,1
BELARS,900,OGE,3
BELARS,900,RED,4
CAN AM,900,BLK,1
CAN AM,900,GLD,1
DUCATI,900,RED,6
DUCATI,900,SIL,1
DUCATI,900,YLW,1
FIAT  ,900,OGE,2
HONDA ,900,BLK,3
HONDA ,900,WHI,1
HSQVRN,900,BLK,2
ISUZU ,900,WHI,3
KAWASA,900,BLU,2
KUBOTA,900,OGE,1
MERC B,900,GRN,2
POLARI,900,GRN,11
POLARI,900,RED,1
SAAB  ,900,BLK,13
SAAB  ,900,BLU,12
SAAB  ,900,FWN,2
SAAB  ,900,GLD,1
SAAB  ,900,GRN,6
SAAB  ,900,GRY,4
SAAB  ,900,MRN,2
SAAB  ,900,RED,21
SAAB  ,900,SIL,11
SAAB  ,900,WHI,12
SAAB  ,900,YLW,2
SUZUKI,900,GRN,1
TRIUM ,900,BLU,1
TRIUM ,900,RED,2
VALTRA,900,BLU,6
VALTRA,900,GRN,3
VALTRA,900,RED,7
VALTRA,900,WHI,2
VALTRA,900,YLW,1
VERSAT,900,RED,2
VALTRA,900 4 ,RED,1
U R   ,900 79,YLW,1
SAAB  ,900 AE,GRY,1
ISUZU ,900 L ,WHI,1
ISUZU ,900 ME,WHI,1
DUCATI,900 MO,RED,1
DUCATI,900 MO,YLW,1
POLARI,900 RA,RED,1
SAAB  ,900 TU,WHI,1
POLARI,900 XP,GRN,1
VALTRA,900-4 ,BLU,1
SAAB  ,900-86,WHI,1
SAAB  ,900-91,BLK,1
SAAB  ,900-91,GRN,1
SAAB  ,900-91,MRN,1
SAAB  ,900-91,YLW,1
VOLVO ,900-92,WHI,1
SAAB  ,900.1,SIL,1
CMBLFT,9000,BLU,1
DIAMON,9000,BLU,1
FORD  ,9000,BLU,2
FORD  ,9000,GRN,1
FORD  ,9000,GRY,1
FORD  ,9000,OGE,1
FORD  ,9000,RED,5
FORD  ,9000,WHI,14
HARDI ,9000,RED,1
INTERN,9000,WHI,1
MACDON,9000,RED,2
SAAB  ,9000,BLK,9
SAAB  ,9000,BLU,11
SAAB  ,9000,BRN,1
SAAB  ,9000,FWN,2
SAAB  ,9000,GLD,2
SAAB  ,9000,GRN,5
SAAB  ,9000,GRY,4
SAAB  ,9000,MRN,1
SAAB  ,9000,PUR,1
SAAB  ,9000,RED,7
SAAB  ,9000,SIL,16
SAAB  ,9000,WHI,1
WHITE ,9000,WHI,2
WHITE ,9000,YLW,1
INTERN,90000C,YLW,1
SAAB  ,900086,GRY,1
SAAB  ,900088,RED,1
SAAB  ,900088,SIL,1
SAAB  ,900093,BLK,1
SAAB  ,900095,BLK,2
SAAB  ,900095,BLU,3
SAAB  ,900095,GRN,1
SAAB  ,900095,SIL,1
INTERN,9000C ,WHI,1
IVECO ,9000C ,WHI,1
SAAB  ,9000CD,BLU,4
SAAB  ,9000CD,FWN,1
SAAB  ,9000CD,GRN,3
SAAB  ,9000CD,GRY,1
SAAB  ,9000CD,RED,4
SAAB  ,9000CD,SIL,2
SAAB  ,9000CS,BLK,3
SAAB  ,9000CS,BLU,7
SAAB  ,9000CS,FWN,1
SAAB  ,9000CS,GLD,1
SAAB  ,9000CS,GRN,6
SAAB  ,9000CS,GRY,2
SAAB  ,9000CS,RED,6
SAAB  ,9000CS,SIL,4
SAAB  ,9000CS,WHI,3
SAAB  ,9000EC,BLU,1
SAAB  ,9000I ,GRN,1
SAAB  ,9000S ,BLU,1
SAAB  ,9000SC,BLU,1
SAAB  ,9000T ,BLK,1
SAAB  ,9000T ,BLU,1
SAAB  ,9001,BLU,1
SAAB  ,9001,GRN,1
SAAB  ,9001,GRY,1
SAAB  ,9001,RED,1
SAAB  ,9001,WHI,1
DENING,90019,WHI,1
SAAB  ,9001A3,WHI,1
DUCATI,9001E ,RED,1
SAAB  ,900594,BLU,1
SAAB  ,900594,SIL,1
U R   ,900595,YLW,1
UPRGHT,900595,YLW,1
U R   ,900662,YLW,1
SAAB  ,90084B,PUR,1
DEUTZ ,9009,GRN,1
SAAB  ,90091C,BLU,1
HINO  ,90094A,WHI,1
SAAB  ,90094A,BLU,1
SAAB  ,90094A,GRN,1
SAAB  ,90094A,SIL,1
SAAB  ,90094B,BLK,3
SAAB  ,90094B,BLU,2
SAAB  ,90094B,WHI,1
SAAB  ,90094C,BLK,1
SAAB  ,90094C,GRN,1
SAAB  ,90096A,BLK,1
SAAB  ,90096A,BLU,1
SAAB  ,90096A,RED,1
SAAB  ,90096A,WHI,1
SAAB  ,90097A,SIL,1
SAAB  ,90097D,SIL,1
SAAB  ,90097E,WHI,2
SAAB  ,90097F,BLU,1
SAAB  ,900A84,BLK,1
SAAB  ,900A91,MRN,1
SAAB  ,900AER,BLK,1
SAAB  ,900AER,BLU,1
SAAB  ,900AER,GRY,1
SAAB  ,900CAB,RED,1
HONDA ,900CC ,BLU,1
SAAB  ,900CS ,BLU,1
SAAB  ,900CS ,GRN,2
KAWASA,900E  ,BLK,1
CAGIVA,900ELE,WHI,1
SAAB  ,900EMS,SIL,1
ISUZU ,900FVR,WHI,1
KUBOTA,900G  ,OGE,2
SAAB  ,900GLE,GRN,1
SAAB  ,900GLE,GRY,1
SAAB  ,900GLE,RED,1
DUCATI,900GTS,BLU,1
SAAB  ,900I  ,BLK,5
SAAB  ,900I  ,BLU,10
SAAB  ,900I  ,CRM,1
SAAB  ,900I  ,FWN,1
SAAB  ,900I  ,GLD,1
SAAB  ,900I  ,GRN,6
SAAB  ,900I  ,GRY,8
SAAB  ,900I  ,MRN,1
SAAB  ,900I  ,RED,5
SAAB  ,900I  ,WHI,4
SAAB  ,900I  ,YLW,1
SAAB  ,900I A,RED,1
SAAB  ,900I A,WHI,1
SAAB  ,900I3D,RED,1
SAAB  ,900I4D,GRN,1
SAAB  ,900I4D,RED,1
SAAB  ,900IA3,BLU,1
SAAB  ,900IA3,WHI,1
CAGIVA,900IF ,RED,1
SAAB  ,900IM3,GRN,1
SAAB  ,900IM4,GRY,1
SAAB  ,900LAB,BLU,1
BELARS,900LS ,OGE,1
BELARS,900LS ,RED,2
DUCATI,900M  ,BLK,16
DUCATI,900M  ,BLU,1
DUCATI,900M  ,OGE,1
DUCATI,900M  ,RED,7
DUCATI,900M  ,YLW,2
DUCATI,900M S,BLK,1
DUCATI,900M94,BLK,1
DUCATI,900M94,BLU,1
DUCATI,900M94,RED,1
DUCATI,900M94,YLW,1
DUCATI,900MD ,BLK,1
DUCATI,900MO ,BLK,1
DUCATI,900MO ,RED,1
DUCATI,900MON,BLK,1
DUCATI,900MS ,BLK,1
HSQVRN,900R  ,RED,3
KAWASA,900R  ,BLU,1
POLARI,900RAN,GRN,1
DUCATI,900S  ,BLK,1
DUCATI,900S  ,RED,2
SAAB  ,900S  ,BLK,25
SAAB  ,900S  ,BLU,24
SAAB  ,900S  ,BRN,1
SAAB  ,900S  ,FWN,5
SAAB  ,900S  ,GLD,3
SAAB  ,900S  ,GRN,36
SAAB  ,900S  ,GRY,3
SAAB  ,900S  ,MRN,1
SAAB  ,900S  ,PUR,5
SAAB  ,900S  ,RED,23
SAAB  ,900S  ,SIL,18
SAAB  ,900S  ,WHI,9
SAAB  ,900S  ,YLW,1
DUCATI,900S2 ,BLK,1
DUCATI,900S2 ,GLD,1
DUCATI,900S2 ,SIL,1
DUCATI,900S80,RED,2
DUCATI,900S80,YLW,2
SAAB  ,900S81,BLU,1
DUCATI,900S95,RED,2
SAAB  ,900SD ,BLK,1
SAAB  ,900SE ,BLK,6
SAAB  ,900SE ,BLU,1
SAAB  ,900SE ,GRN,1
SAAB  ,900SE ,MRN,2
SAAB  ,900SE ,RED,1
SAAB  ,900SE ,SIL,1
SAAB  ,900SE ,YLW,1
DUCATI,900SL ,YLW,1
TRIUM ,900SP ,BLK,1
DUCATI,900SS ,BLK,3
DUCATI,900SS ,BLU,1
DUCATI,900SS ,RED,74
DUCATI,900SS ,SIL,1
DUCATI,900SS ,YLW,6
DUCATI,900SSD,BLK,1
SAAB  ,900ST ,RED,1
DUCATI,900SUP,RED,2
SAAB  ,900T  ,BLK,2
SAAB  ,900T  ,GRN,1
SAAB  ,900T  ,RED,1
SAAB  ,900T  ,SIL,1
TRIUM ,900TH ,GRY,1
TRIUM ,900TH ,OGE,1
SAAB  ,900TU3,WHI,1
SAAB  ,900TUR,RED,1
SAAB  ,900TUR,SIL,1
KUBOTA,900W  ,OGE,1
KUBOTA,900W  ,RED,1
SAAB  ,900W  ,WHI,1
POLARI,900XP ,GRN,1
POLARI,900XP ,MRN,1
POLARI,900XP ,RED,11
POLARI,900XP ,YLW,1
KUBOTA,900XT ,RED,1
POLARI,900XT ,RED,1
KUBOTA,900XTW,OGE,2
KAWASA,900ZR ,BLK,1
DAEDON,901,OGE,1
HSQVRN,901,BLK,2
HSQVRN,901,SIL,1
HSQVRN,901 NO,BLK,5
LANDIN,90105,BLU,1
LANDCA,901L  ,YLW,1
WACKER,901SP ,YLW,1
CATPLR,902,YLW,2
POLARI,902D  ,GRN,2
T Y M ,903,RED,1
FORD  ,9030,BLU,1
N HOLL,9030,BLU,1
VERSAT,9030,BLU,2
CATPLR,903M  ,YLW,1
YTO   ,904,RED,4
CLAAS ,9040,GRN,2
HARDI ,9048,RED,2
SAME  ,905CAB,RED,1
CATPLR,906,YLW,7
DODGE ,906,RED,1
DUCATI,906,RED,2
MERC B,906,WHI,2
CATPLR,906 H ,YLW,2
DUCATI,906-P1,YLW,1
TORO  ,9060,RED,1
MERC B,906155,WHI,1
MERC B,9066,WHI,1
MERC B,906633,WHI,3
MERC B,906635,WHI,1
MERC B,906655,WHI,2
CATPLR,906H  ,YLW,3
CATPLR,906H2 ,YLW,2
CATPLR,906K  ,YLW,5
CATPLR,906M  ,YLW,1
DUCATI,906PA ,RED,1
DUCATI,907,RED,1
MERC B,907,WHI,1
MERC B,907,YLW,2
WINNEB,907,WHI,1
YANMAR,907,RED,1
MERC B,907 SP,RED,1
MERC B,907 SP,WHI,3
N HOLL,9070,YLW,1
DUCATI,9071E ,RED,1
MERC B,907C19,WHI,3
CATPLR,907H  ,YLW,1
DUCATI,907IE ,RED,5
CATPLR,907M  ,YLW,1
MERC B,907S18,WHI,2
MERC B,907S19,WHI,1
MERC B,907SPR,WHI,1
CATPLR,908,YLW,1
CATPLR,908H  ,YLW,4
CATPLR,908H2 ,YLW,1
CATPLR,908K  ,YLW,5
CATPLR,908M  ,YLW,3
KENWTH,909,GRY,1
KENWTH,909,WHI,1
FIAT  ,9090,BRN,2
FIAT  ,9090,RED,1
N HOLL,9090,BLU,1
N HOLL,9090,YLW,1
FIAT  ,90902,RED,1
FIAT  ,9090DT,BRN,1
FIAT  ,9090DT,RED,2
N HOLL,9090VX,BLU,2
BRAUD ,9090X ,BLU,5
N HOLL,9090X ,BLU,1
BRAUD ,9090XD,BLU,9
N HOLL,9090XD,BLU,3
N HOLL,9090XE,BLU,1
N HOLL,9090XH,BLU,1
LANDIN,9095IS,BLU,1
VOLVO ,9097B ,BLU,1
FIAT  ,909TD ,RED,1
N HOLL,909XE ,BLU,1
GALION,90A   ,YLW,1
YTO   ,90CAB ,RED,1
HONDA ,90CT  ,OGE,1
TESLA ,90D   ,BLU,1
TESLA ,90D   ,GRY,1
TESLA ,90D   ,RED,1
TESLA ,90D   ,SIL,1
TESLA ,90D   ,WHI,1
TOYOTA,90D   ,SIL,1
FIAT  ,90DT  ,OGE,1
SAME  ,90DT  ,RED,1
SAME  ,90DT E,RED,1
LANDIN,90F   ,BLU,2
LANDIN,90F4WD,BLU,1
LANDIN,90FREX,BLU,1
AGRSON,90HPUL,GRN,1
SAME  ,90ROP ,RED,1
DEUTZ ,90S   ,GRN,1
SAME  ,90T S2,OGE,1
SAME  ,90TDTS,RED,1
VOLKS ,90TSI ,WHI,1
FIAT  ,90X90 ,RED,1
TESLA ,90XB  ,BLK,3
TESLA ,90XB  ,BLU,1
TESLA ,90XB  ,SIL,1
TESLA ,90XP  ,WHI,1
YAMAHA,91,BRN,1
CATPLR,910,YLW,5
J DEER,9100,GRN,21
CATPLR,910A  ,YLW,1
CATPLR,910E  ,YLW,1
CATPLR,910G  ,YLW,3
CATPLR,910H  ,YLW,1
CATPLR,910K  ,YLW,1
CATPLR,910M  ,YLW,2
AGUSTA,910R  ,BLK,2
MERC B,910S18,WHI,3
MERC B,911,GRN,1
MERC B,911,RED,3
MERC B,911,WHI,2
PORSCH,911,BEI,2
PORSCH,911,BLK,615
PORSCH,911,BLU,238
PORSCH,911,BRN,11
PORSCH,911,CRM,4
PORSCH,911,FWN,1
PORSCH,911,GLD,8
PORSCH,911,GRN,52
PORSCH,911,GRY,276
PORSCH,911,MRN,7
PORSCH,911,OGE,15
PORSCH,911,PUR,7
PORSCH,911,RED,162
PORSCH,911,SIL,399
PORSCH,911,WHI,331
PORSCH,911,YLW,58
PORSCH,911  B,SIL,1
PORSCH,911 4S,BLK,1
PORSCH,911 99,BLK,1
PORSCH,911 A ,BLU,1
PORSCH,911 C ,BLU,1
PORSCH,911 C2,BLK,1
PORSCH,911 C2,RED,2
PORSCH,911 C2,WHI,3
PORSCH,911 C4,GRY,2
PORSCH,911 C4,WHI,2
PORSCH,911 CA,BEI,2
PORSCH,911 CA,BLK,94
PORSCH,911 CA,BLU,55
PORSCH,911 CA,CRM,1
PORSCH,911 CA,GRN,23
PORSCH,911 CA,GRY,69
PORSCH,911 CA,OGE,4
PORSCH,911 CA,RED,31
PORSCH,911 CA,SIL,59
PORSCH,911 CA,WHI,48
PORSCH,911 CA,YLW,4
PORSCH,911 CO,GRN,1
PORSCH,911 DA,WHI,1
PORSCH,911 ED,BLK,1
PORSCH,911 GT,BLK,25
PORSCH,911 GT,BLU,22
PORSCH,911 GT,GLD,1
PORSCH,911 GT,GRN,13
PORSCH,911 GT,GRY,17
PORSCH,911 GT,OGE,2
PORSCH,911 GT,PNK,1
PORSCH,911 GT,RED,16
PORSCH,911 GT,SIL,40
PORSCH,911 GT,WHI,31
PORSCH,911 GT,YLW,5
PORSCH,911 R ,SIL,1
PORSCH,911 R ,WHI,2
PORSCH,911 RS,BLK,1
PORSCH,911 S ,BLK,5
PORSCH,911 S ,BLU,1
PORSCH,911 S ,GRN,1
PORSCH,911 S ,GRY,3
PORSCH,911 S ,RED,1
PORSCH,911 S ,SIL,8
PORSCH,911 S ,WHI,2
PORSCH,911 S ,YLW,1
PORSCH,911 SC,BLK,1
PORSCH,911 SP,BLU,1
PORSCH,911 SP,GRN,1
PORSCH,911 SP,GRY,2
PORSCH,911 SP,RED,1
PORSCH,911 SP,SIL,7
PORSCH,911 T ,BLK,1
PORSCH,911 T ,GRN,1
PORSCH,911 T ,GRY,1
PORSCH,911 T ,RED,1
PORSCH,911 T ,SIL,1
PORSCH,911 T ,WHI,2
PORSCH,911 T ,YLW,1
PORSCH,911 TA,BLK,9
PORSCH,911 TA,BLU,8
PORSCH,911 TA,BRN,1
PORSCH,911 TA,GRN,3
PORSCH,911 TA,GRY,9
PORSCH,911 TA,MRN,1
PORSCH,911 TA,OGE,1
PORSCH,911 TA,RED,4
PORSCH,911 TA,SIL,7
PORSCH,911 TA,WHI,5
PORSCH,911 TU,BEI,2
PORSCH,911 TU,BLK,29
PORSCH,911 TU,BLU,6
PORSCH,911 TU,GLD,2
PORSCH,911 TU,GRN,2
PORSCH,911 TU,GRY,13
PORSCH,911 TU,OGE,1
PORSCH,911 TU,RED,6
PORSCH,911 TU,SIL,16
PORSCH,911 TU,WHI,10
PORSCH,911 TU,YLW,2
CASE  ,9110,RED,1
PORSCH,9111,BLK,4
ZETOR ,9111,RED,2
PORSCH,91169A,BLK,1
PORSCH,91169A,GRY,1
PORSCH,91169A,WHI,1
PORSCH,91173A,WHI,1
PORSCH,91174A,GRN,1
PORSCH,91174A,RED,2
PORSCH,91174A,SIL,1
PORSCH,91174A,WHI,4
PORSCH,91175A,BLU,2
PORSCH,91175A,RED,1
PORSCH,91175A,WHI,1
PORSCH,91183A,BLK,1
PORSCH,91183A,BLU,1
PORSCH,91183A,GRY,1
PORSCH,91183A,WHI,2
PORSCH,91187A,RED,1
PORSCH,91187A,SIL,1
PORSCH,91193A,RED,2
PORSCH,91193C,SIL,2
PORSCH,91193C,WHI,1
PORSCH,91194A,BLU,1
PORSCH,91194A,SIL,2
PORSCH,91194A,WHI,2
PORSCH,91194B,BLK,1
PORSCH,91194B,GRN,1
PORSCH,91194B,SIL,1
PORSCH,91194B,WHI,1
PORSCH,91194C,BLK,1
PORSCH,91194C,BLU,1
PORSCH,91194C,RED,1
PORSCH,91194C,SIL,1
PORSCH,91195A,BLK,1
PORSCH,91195A,BLU,1
PORSCH,91195A,GRN,2
PORSCH,91195A,SIL,1
PORSCH,91195A,WHI,1
PORSCH,91195C,BLK,2
PORSCH,91195C,BLU,2
PORSCH,91195C,SIL,1
PORSCH,91195D,SIL,1
PORSCH,911964,PUR,1
PORSCH,91197A,BLK,1
PORSCH,91197A,BLU,1
PORSCH,91197A,SIL,1
PORSCH,91198B,RED,1
PORSCH,911992,WHI,1
PORSCH,911993,BLU,1
PORSCH,911996,BLK,2
PORSCH,911996,SIL,2
PORSCH,911996,YLW,1
PORSCH,911997,BLK,2
PORSCH,911997,GRY,1
PORSCH,911997,RED,2
PORSCH,91199A,BLK,3
PORSCH,91199A,OGE,1
PORSCH,91199A,SIL,3
PORSCH,91199A,WHI,3
PORSCH,91199A,YLW,1
MERC B,911B  ,BRN,1
MERC B,911B  ,WHI,1
PORSCH,911C  ,BLU,1
PORSCH,911C2 ,BLU,1
PORSCH,911C2 ,RED,2
PORSCH,911C2S,GRY,1
PORSCH,911C4 ,BLU,1
PORSCH,911C4 ,GRN,2
PORSCH,911C4 ,RED,3
PORSCH,911C4 ,SIL,2
PORSCH,911C4 ,WHI,2
PORSCH,911C4S,BLU,1
PORSCH,911C4S,GRY,2
PORSCH,911C4S,SIL,1
PORSCH,911C91,BLK,2
PORSCH,911C91,BLU,1
PORSCH,911C91,GRY,1
PORSCH,911C91,WHI,1
PORSCH,911CA ,BLK,33
PORSCH,911CA ,BLU,8
PORSCH,911CA ,GLD,1
PORSCH,911CA ,GRN,3
PORSCH,911CA ,GRY,11
PORSCH,911CA ,RED,2
PORSCH,911CA ,SIL,21
PORSCH,911CA ,WHI,6
PORSCH,911CA ,YLW,4
PORSCH,911CAB,BLK,2
PORSCH,911CAB,BLU,1
PORSCH,911CAB,GRN,3
PORSCH,911CAB,GRY,1
PORSCH,911CAB,SIL,4
PORSCH,911CAM,WHI,1
PORSCH,911CAR,BLK,8
PORSCH,911CAR,BLU,4
PORSCH,911CAR,GRN,2
PORSCH,911CAR,GRY,5
PORSCH,911CAR,RED,5
PORSCH,911CAR,SIL,13
PORSCH,911CAR,WHI,8
PORSCH,911CAR,YLW,1
PORSCH,911CS ,BLK,4
PORSCH,911CS ,BLU,2
PORSCH,911CS ,GRY,6
